File Name,Keywords,Type,Content
Test File 7.docx,date,Within content,"THIS PREFERRED STOCK PURCHASE WARRANT (this Warrant) certifies that, for value received, or its assigns (the Holder) is entitled, upon the terms and subject to the limitations on exercise and the conditions hereinafter set forth, at any time on or after the date hereof (the Initial Exercise Date) and on or prior to 5:00 p.m. (New York City time) on the 18-month anniversary of the date (the Charter Amendment Date) on which the Company (as defined below) publicly announces through the filing of a Current Report on Form 8-K that the amendment to the Companys certificate of incorporation to sufficiently increase the Companys authorized shares of Common Stock to cover the conversion of all then-outstanding shares of Preferred Stock into Common Stock has been filed with the Secretary of State of the State of Delaware (the Termination Date), provided that, if such date is not a Trading Day, the Termination Date should be the immediately following Trading Day but not thereafter, to subscribe for and purchase from Onconova Therapeutics, Inc., a Delaware corporation (the Company), up to shares of Preferred Stock (as subject to adjustment hereunder, the Warrant Shares). The purchase price of 0.025 of a share of Preferred Stock under this Warrant shall be equal to the Exercise Price, as defined in Section 2(b)."
Test File 7.docx,date,Heading,"Bid Price means, for any date, the price determined by the first of the following clauses that applies: (a) if the Common Stock is then listed or quoted on a Trading Market, the bid price of the Common Stock for the time in question (or the nearest preceding date) on the Trading Market on which the Common Stock is then listed or quoted as reported by Bloomberg L.P. (based on a Trading Day from 9:30 a.m. (New York City time) to 4:02 p.m. (New York City time)), (b) if the Common Stock is then listed on OTCQB or OTCQX and if OTCQB or OTCQX is not a Trading Market, the volume weighted average price of the Common Stock for such date (or the nearest preceding date) on OTCQB or OTCQX as applicable, (c) if the Common Stock is not then listed or quoted for trading on OTCQB or OTCQX and if prices for the Common Stock are then reported in the Pink Sheets published by OTC Markets Group, Inc. (or a similar organization or agency succeeding to its functions of reporting prices), the most recent bid price per share of the Common Stock so reported, or (d) in all other cases, the fair market value of a share of Common Stock as determined by an independent appraiser selected in good faith by the Holders of a majority in interest of the Warrants then outstanding and reasonably acceptable to the Company, the fees and expenses of which shall be paid by the Company.

Business Day means any day except any Saturday, any Sunday, any day which is a federal legal holiday in the United States or any day on which banking institutions in the State of New York are authorized or required by law or other governmental action to close.

Commission means the United States Securities and Exchange Commission.

Common Stock means the common stock of the Company, par value $0.01 per share, and any other class of securities into which such securities may hereafter be reclassified or changed.

Common Stock Equivalents means any securities of the Company or its subsidiaries which would entitle the holder thereof to acquire at any time Common Stock, including, without limitation, any debt, preferred stock, right, option, warrant or other instrument that is at any time convertible into or exercisable or exchangeable for, or otherwise entitles the holder thereof to receive, Common Stock.

Exchange Act means the Securities Exchange Act of 1934, as amended, and the rules and regulations promulgated thereunder.

Person means an individual or corporation, partnership, trust, incorporated or unincorporated association, joint venture, limited liability company, joint stock company, government (or an agency or subdivision thereof) or other entity of any kind.

Preferred Stock means the Series B Convertible Preferred Stock of the Company, par value $0.01 per share, and any other class of securities into which such securities may hereafter be reclassified or changed.

Registration Statement means the Companys registration statement on Form S-1 (File No. 333-224315).

Securities Act means the Securities Act of 1933, as amended, and the rules and regulations promulgated thereunder.

Trading Day means a day on which the principal Trading Market is open for Trading.

Trading Market means any of the following markets or exchanges on which the Common Stock is listed or quoted for trading on the date in question: the NYSE American, the Nasdaq Capital Market, the Nasdaq Global Market, the Nasdaq Global Select Market, or the New York Stock Exchange (or any successors to any of the foregoing."
Test File 7.docx,date,Within content," VWAP means, for any date, the price determined by the first of the following clauses that applies: (a) if the Common Stock is then listed or quoted on a Trading Market, the daily volume weighted average price of the Common Stock for such date (or the nearest preceding Trading Day) on the Trading Market on which the Common Stock is then listed or quoted as reported by Bloomberg L.P. (based on a Trading Day from 9:30 a.m. (New York City time) to 4:02 p.m. (New York City time)), (b) if the Common Stock is then listed on OTCQB or OTCQX and if OTCQB or OTCQX is not a Trading Market, the volume weighted average price of the Common Stock for such date (or the nearest preceding Trading Day) on OTCQB or OTCQX as applicable, (c) if the Common Stock is not then listed or quoted for trading on OTCQB or OTCQX and if prices for the Common Stock are then reported in the Pink Sheets published by OTC Markets Group, Inc. (or a similar organization or agency succeeding to its functions of reporting prices), the most recent bid price per share of the Common Stock so reported, or (d) in all other cases, the fair market value of a share of Common Stock as determined by an independent appraiser selected in good faith by the Holders of a majority in interest of the Warrants then outstanding) and reasonably acceptable to the Company, the fees and expenses of which shall be paid by the Company."
Test File 7.docx,Date,Within content,"a) Exercise of Warrant. Exercise of the purchase rights represented by this Warrant may be made, in whole or in part, at any time or times on or after the Initial Exercise Date and on or before the Termination Date by delivery to the Company of a duly executed facsimile copy or PDF copy submitted by e-mail (or e-mail attachment) of the Notice of Exercise in the form annexed hereto (the Notice of Exercise). Within the earlier of (i) two (2) Trading Days and (ii) the number of Trading Days comprising the Standard Settlement Period (as defined in Section 2(d)(i) herein) following the date of exercise as aforesaid, the Holder shall deliver the aggregate Exercise Price for the Warrant Shares specified in the applicable Notice of Exercise by wire transfer or cashiers check drawn on a United States bank unless the cashless exercise procedure specified in Section 2(c) below is specified in the applicable Notice of Exercise. No ink-original Notice of Exercise shall be required, nor shall any medallion guarantee (or other type of guarantee or notarization) of any Notice of Exercise be required. Notwithstanding anything herein to the contrary, the Holder shall not be required to physically surrender this Warrant to the Company until the Holder has purchased all of the Warrant Shares available hereunder and the Warrant has been exercised in full, in which case, the Holder shall surrender this Warrant to the Company for cancellation within three (3) Trading Days of the date on which the final Notice of Exercise is delivered to the Company. Partial exercises of this Warrant resulting in purchases of a portion of the total number of Warrant Shares available hereunder shall have the effect of lowering the outstanding number of Warrant Shares purchasable hereunder in an amount equal to the applicable number of Warrant Shares purchased. The Holder and the Company shall maintain records showing the number of Warrant Shares purchased and the date of such purchases. The Company shall deliver any objection to any Notice of Exercise within one (1) Business Day of receipt of such notice. The Holder and any assignee, by acceptance of this Warrant, acknowledge and agree that, by reason of the provisions of this paragraph, following the purchase of a portion of the Warrant Shares hereunder, the number of Warrant Shares available for purchase hereunder at any given time may be less than the amount stated on the face hereof."
Test File 7.docx,date,Within content,"(A) = as applicable: (i) the VWAP on the Trading Day immediately preceding the date of the applicable Notice of Exercise if such Notice of Exercise is (1) both executed and delivered pursuant to Section 2(a) hereof on a day that is not a Trading Day or (2) both executed and delivered pursuant to Section 2(a) hereof on a Trading Day prior to the opening of regular trading hours (as defined in Rule 600(b)(64) of Regulation NMS promulgated under the federal securities laws) on such Trading Day, (ii) at the option of the Holder, either (y) the VWAP on the Trading Day immediately preceding the date of the applicable Notice of Exercise or (z) the Bid Price of the Common Stock on the principal Trading Market as reported by Bloomberg L.P. as of the time of the Holders execution of the applicable Notice of Exercise if such Notice of Exercise is executed during regular trading hours on a Trading Day and is delivered within two (2) hours thereafter (including until two (2) hours after the close of regular trading hours on a Trading Day) pursuant to Section 2(a) hereof or (iii) the VWAP on the date of the applicable Notice of Exercise if the date of such Notice of Exercise is a Trading Day and such Notice of Exercise is both executed and delivered pursuant to Section 2(a) hereof after the close of regular trading hours on such Trading Day;"
Test File 7.docx,Date,Within content,"Notwithstanding anything herein to the contrary, on the Termination Date, this Warrant shall be automatically exercised via cashless exercise pursuant to this Section 2(c)."
Test File 7.docx,date,Within content,"i. Delivery of Warrant Shares Upon Exercise. The Company shall cause the Warrant Shares purchased hereunder to be transmitted to the Holder by physical delivery of a certificate, registered in the Companys share register in the name of the Holder or its designee, for the number of Warrant Shares to which the Holder is entitled pursuant to such exercise to the address specified by the Holder in the Notice of Exercise by the date that is the earlier of (i) two (2) Trading Days and (ii) the number of Trading Days comprising the Standard Settlement Period after the delivery to the Company of the Notice of Exercise (such date, the Warrant Share Delivery Date). Upon delivery of the Notice of Exercise, the Holder shall be deemed for all corporate purposes to have become the holder of record of the Warrant Shares with respect to which this Warrant has been exercised, irrespective of the date of delivery of the Warrant Shares, provided that payment of the aggregate Exercise Price (other than in the case of a cashless exercise) is received within the earlier of (i) two (2) Trading Days and (ii) the number of Trading Days comprising the Standard Settlement Period following delivery of the Notice of Exercise. The Company agrees to maintain a transfer agent that is a participant in the FAST program so long as this Warrant remains outstanding and exercisable. As used herein, Standard Settlement Period means the standard settlement period, expressed in a number of Trading Days, on the Companys primary Trading Market with respect to the Common Stock as in effect on the date of delivery of the Notice of Exercise. Notwithstanding the foregoing, commencing on the next business day after the Charter Amendment Date, the Holder shall be entitled to deliver a notice of conversion of the Warrant Shares under the terms of the Preferred Stock and the Certificate of Designation governing the Preferred Stock at such time as such Holder delivers a Notice of Exercise pursuant to Section 2(a) hereunder and such notice of conversion shall be deemed to be delivered on the date of such Notice of Exercise. In the event the Company fails to timely deliver the shares of Common Stock issuable upon conversion of the Warrant Shares under the terms of the Preferred Stock and the Certificate of Designation governing such Preferred Stock, the provisions covering such failure to timely deliver such shares of Common Stock in the Certificate of Designation governing the terms of such Preferred Stock shall govern the Companys obligations therefor."
Test File 7.docx,Date,Within content,"iii. Rescission Rights. If the Company fails to transmit or failed to cause the Transfer Agent to transmit to the Holder the Warrant Shares pursuant to Section 2(d)(i) by the Warrant Share Delivery Date, then the Holder will have the right to rescind such exercise."
Test File 7.docx,date,Within content,"a) Stock Dividends and Splits. If the Company, at any time while this Warrant is outstanding: (i) pays a stock dividend or otherwise makes a distribution or distributions on shares of its Preferred Stock or any other equity or equity equivalent securities payable in shares of Preferred Stock (which, for avoidance of doubt, shall not include any shares of Preferred Stock issued by the Company upon exercise of this Warrant), (ii) subdivides outstanding shares of Preferred Stock into a larger number of shares, (iii) combines (including by way of reverse stock split) outstanding shares of Preferred Stock into a smaller number of shares, or (iv) issues by reclassification of shares of the Preferred Stock any shares of capital stock of the Company, then in each case the Exercise Price shall be multiplied by a fraction of which the numerator shall be the number of shares of Preferred Stock (excluding treasury shares, if any), as the case may be, outstanding immediately before such event and of which the denominator shall be the number of shares of Preferred Stock, outstanding immediately after such event, and the number of shares issuable upon exercise of this Warrant shall be proportionately adjusted such that the aggregate Exercise Price of this Warrant shall remain unchanged. Any adjustment made pursuant to this Section 3(a) shall become effective immediately after the record date for the determination of stockholders entitled to receive such dividend or distribution and shall become effective immediately after the effective date in the case of a subdivision, combination or re-classification."
Test File 7.docx,date,Within content,"c) Subsequent Rights Offerings. In addition to any adjustments pursuant to Section 3(a) above, if at any time the Company grants, issues or sells any Preferred Stock Equivalents or rights to purchase stock, warrants, securities or other property pro rata to the record holders of any class of shares of Preferred Stock (the Purchase Rights), then the Holder will be entitled to acquire, upon the terms applicable to such Purchase Rights, the aggregate Purchase Rights which the Holder could have acquired if the Holder had held the number of shares of Preferred Stock acquirable upon complete exercise of this Warrant immediately before the date on which a record is taken for the grant, issuance or sale of such Purchase Rights, or, if no such record is taken, the date as of which the record holders of shares of Preferred Stock, are to be determined for the grant, issue or sale of such Purchase Rights."
Test File 7.docx,date,Within content,"d) Pro Rata Distributions. During such time as this Warrant is outstanding, if the Company shall declare or make any dividend or other distribution of its assets (or rights to acquire its assets) to holders of shares of Preferred Stock by way of return of capital or otherwise (including, without limitation, any distribution of cash, stock or other securities, property or options by way of a dividend, spin off, reclassification, corporate rearrangement, scheme of arrangement or other similar transaction) (a Distribution), at any time after the issuance of this Warrant, then, in each such case, the Holder shall be entitled to participate in such Distribution to the same extent that the Holder would have participated therein if the Holder had held the number of shares of Preferred Stock acquirable upon complete exercise of this Warrant immediately before the date of which a record is taken for such Distribution, or, if no such record is taken, the date as of which the record holders of shares of Preferred Stock are to be determined for the participation in such Distribution."
Test File 7.docx,Date,Within content," e) Fundamental Transaction. If, at any time while this Warrant is outstanding, (i) the Company, directly or indirectly, in one or more related transactions effects any merger or consolidation of the Company with or into another Person, (ii) the Company, directly or indirectly, effects any sale, lease, license, assignment, transfer, conveyance or other disposition of all or substantially all of its assets in one or a series of related transactions, (iii) any, direct or indirect, purchase offer, tender offer or exchange offer (whether by the Company or another Person) is completed pursuant to which holders of Common Stock are permitted to sell, tender or exchange their shares for other securities, cash or property and has been accepted by the holders of 50% or more of the outstanding Common Stock, (iv) the Company, directly or indirectly, in one or more related transactions effects any reclassification, reorganization or recapitalization of the Common Stock or any compulsory share exchange pursuant to which the Common Stock is effectively converted into or exchanged for other securities, cash or property, or (v) the Company, directly or indirectly, in one or more related transactions consummates a stock or share purchase agreement or other business combination (including, without limitation, a reorganization, recapitalization, spin-off or scheme of arrangement) with another Person or group of Persons whereby such other Person or group acquires more than 50% of the outstanding shares of Common Stock (not including any shares of Common Stock held by the other Person or other Persons making or party to, or associated or affiliated with the other Persons making or party to, such stock or share purchase agreement or other business combination) (each a Fundamental Transaction), then, upon any subsequent exercise of this Warrant, the Holder shall have the right to receive, for each share of Common Stock that would have been issuable upon conversion of the Warrant Share that would have been issuable upon such exercise immediately prior to the occurrence of such Fundamental Transaction, at the option of the Holder, the number of shares of common stock of the successor or acquiring corporation or of the Company, if it is the surviving corporation, and any additional consideration (the Alternate Consideration) receivable as a result of such Fundamental Transaction by a holder of the number of shares of Common Stock issuable upon conversion of the number of Warrant Shares for which this Warrant is exercisable immediately prior to such Fundamental Transaction. For purposes of any such exercise, the determination of the Exercise Price shall be appropriately adjusted to apply to such Alternate Consideration based on the amount of Alternate Consideration issuable in respect of one share of Common Stock in such Fundamental Transaction, and the Company shall apportion the Exercise Price among the Alternate Consideration in a reasonable manner reflecting the relative value of any different components of the Alternate Consideration. If holders of Common Stock are given any choice as to the securities, cash or property to be received in a Fundamental Transaction, then the Holder shall be given the same choice as to the Alternate Consideration it receives upon any exercise of this Warrant following such Fundamental Transaction. The Company shall cause any successor entity in a Fundamental Transaction in which the Company is not the survivor (the Successor Entity) to assume in writing all of the obligations of the Company under this Warrant and the other Transaction Documents in accordance with the provisions of this Section 3(e) pursuant to written agreements in form and substance reasonably satisfactory to the Holder and approved by the Holder (without unreasonable delay) prior to such Fundamental Transaction and shall, at the option of the Holder, deliver to the Holder in exchange for this Warrant a security of the Successor Entity evidenced by a written instrument substantially similar in form and substance to this Warrant which is exercisable for a corresponding number of shares of capital stock of such Successor Entity (or its parent entity) equivalent to the shares of Common Stock acquirable and receivable upon conversion of the Warrant Shares issuable upon exercise of this Warrant (without regard to any limitations on the exercise of this Warrant, including failure to achieve the Charter Amendment Date) prior to such Fundamental Transaction, and with an exercise price which applies the exercise price hereunder to such shares of capital stock (but taking into account the relative value of the shares of Common Stock pursuant to such Fundamental Transaction and the value of such shares of capital stock, such number of shares of capital stock and such exercise price being for the purpose of protecting the economic value of this Warrant immediately prior to the consummation of such Fundamental Transaction), and which is reasonably satisfactory in form and substance to the Holder. Upon the occurrence of any such Fundamental Transaction, the Successor Entity shall succeed to, and be substituted for (so that from and after the date of such Fundamental Transaction, the provisions of this Warrant and the other Transaction Documents referring to the Company shall refer instead to the Successor Entity), and may exercise every right and power of the Company and shall assume all of the obligations of the Company under this Warrant and the other Transaction Documents with the same effect as if such Successor Entity had been named as the Company herein."
Test File 7.docx,date,Within content,"f) Calculations. All calculations under this Section 3 shall be made to the nearest cent or the nearest 1/100th of a share, as the case may be. For purposes of this Section 3, the number of shares of Preferred Stock or Common Stock, as the case may be, deemed to be issued and outstanding as of a given date shall be the sum of the number of shares of Preferred Stock or Common Stock (excluding treasury shares, if any), as the case may be, issued and outstanding."
Test File 7.docx,date,Within content,"ii. Notice to Allow Exercise by Holder. If (A) the Company shall declare a dividend (or any other distribution in whatever form) on the Preferred Stock or Common Stock, (B) the Company shall declare a special nonrecurring cash dividend on or a redemption of the Preferred Stock or Common Stock, (C) the Company shall authorize the granting to all holders of the Preferred Stock or Common Stock, rights or warrants to subscribe for or purchase any shares of capital stock of any class or of any rights, (D) the approval of any stockholders of the Company shall be required in connection with any reclassification of the Preferred Stock or Common Stock, any consolidation or merger to which the Company is a party, any sale or transfer of all or substantially all of the assets of the Company, or any compulsory share exchange whereby the Preferred Stock, is converted into other securities, cash or property, or (E) the Company shall authorize the voluntary or involuntary dissolution, liquidation or winding up of the affairs of the Company, then, in each case, the Company shall cause to be delivered by facsimile or email to the Holder at its last facsimile number or email address as it shall appear upon the Warrant Register of the Company, at least 20 calendar days prior to the applicable record or effective date hereinafter specified, a notice stating (x) the date on which a record is to be taken for the purpose of such dividend, distribution, redemption, rights or warrants, or if a record is not to be taken, the date as of which the holders of the Preferred Stock or Common Stock, to be entitled to such dividend, distributions, redemption, rights or warrants are to be determined or (y) the date on which such reclassification, consolidation, merger, sale, transfer or share exchange is expected to become effective or close, and the date as of which it is expected that holders of the Preferred Stock or Common Stock, shall be entitled to exchange their shares of Preferred Stock, for securities, cash or other property deliverable upon such reclassification, consolidation, merger, sale, transfer or share exchange; provided that the failure to deliver such notice or any defect therein or in the delivery thereof shall not affect the validity of the corporate action required to be specified in such notice. To the extent that any notice provided in this Warrant constitutes, or contains, material, non-public information regarding the Company or any of its subsidiaries, the Company shall simultaneously file such notice with the Commission pursuant to a Current Report on Form 8-K. The Holder shall remain entitled to exercise this Warrant during the period commencing on the date of such notice to the effective date of the event triggering such notice except as may otherwise be expressly set forth herein."
Test File 7.docx,date,Within content,"a) Transferability. This Warrant and all rights hereunder (including, without limitation, any registration rights) are transferable, in whole or in part, upon surrender of this Warrant at the principal office of the Company or its designated agent, together with a written assignment of this Warrant substantially in the form attached hereto duly executed by the Holder or its agent or attorney and funds sufficient to pay any transfer taxes payable upon the making of such transfer. Upon such surrender and, if required, such payment, the Company shall execute and deliver a new Warrant or Warrants in the name of the assignee or assignees, as applicable, and in the denomination or denominations specified in such instrument of assignment, and shall issue to the assignor a new Warrant evidencing the portion of this Warrant not so assigned, and this Warrant shall promptly be cancelled. Notwithstanding anything herein to the contrary, the Holder shall not be required to physically surrender this Warrant to the Company unless the Holder has assigned this Warrant in full, in which case, the Holder shall surrender this Warrant to the Company within three (3) Trading Days of the date on which the Holder delivers an assignment form to the Company assigning this Warrant in full. The Warrant, if properly assigned in accordance herewith, may be exercised by a new holder for the purchase of Warrant Shares without having a new Warrant issued."
Test File 7.docx,date,Within content,"b) New Warrants. This Warrant may be divided or combined with other Warrants upon presentation hereof at the aforesaid office of the Company, together with a written notice specifying the names and denominations in which new Warrants are to be issued, signed by the Holder or its agent or attorney. Subject to compliance with Section 4(a), as to any transfer which may be involved in such division or combination, the Company shall execute and deliver a new Warrant or Warrants in exchange for the Warrant or Warrants to be divided or combined in accordance with such notice. All Warrants issued on transfers or exchanges shall be dated the Issue Date of this Warrant and shall be identical with this Warrant except as to the number of Warrant Shares issuable pursuant thereto."
Test File 7.docx,date,Within content,"b) Loss, Theft, Destruction or Mutilation of Warrant. The Company covenants that upon receipt by the Company of evidence reasonably satisfactory to it of the loss, theft, destruction or mutilation of this Warrant or any stock certificate relating to the Warrant Shares, and in case of loss, theft or destruction, of indemnity or security reasonably satisfactory to it (which, in the case of the Warrant, shall not include the posting of any bond), and upon surrender and cancellation of such Warrant or stock certificate, if mutilated, the Company will make and deliver a new Warrant or stock certificate of like tenor and dated as of such cancellation, in lieu of such Warrant or stock certificate."
Test File 7.docx,Date,Within content,"g) Nonwaiver and Expenses. No course of dealing or any delay or failure to exercise any right hereunder on the part of Holder shall operate as a waiver of such right or otherwise prejudice the Holders rights, powers or remedies, notwithstanding the fact that the Holders right to exercise this Warrant terminates on the Termination Date. If the Company willfully and knowingly fails to comply with any provision of this Warrant, which results in any material damages to the Holder, the Company shall pay to the Holder such amounts as shall be sufficient to cover any costs and expenses including, but not limited to, reasonable attorneys fees, including those of appellate proceedings, incurred by the Holder in collecting any amounts due pursuant hereto or in otherwise enforcing any of its rights, powers or remedies hereunder."
Test File 7.docx,date,Within content,"IN WITNESS WHEREOF, the Company has caused this Warrant to be executed by its officer thereunto duly authorized as of the date first above indicated."
