File Name,Keywords,Content
9_collateral_documents_3.docx,Collateral Documents,"4.30     Collateral. The security interests in the Collateral granted to Collateral Agent under the Collateral Documents constitute as to personal property included in the Collateral, and, with respect to subsequently acquired personal property included in the Collateral, will constitute, perfected and, subject only to Permitted Liens that, pursuant to applicable law, are entitled to a higher priority than the Liens granted by the Collateral Documents, first priority security interests after the proper filing of each applicable UCC Financing Statement listed on Exhibit C-1 hereof to the extent a security interest in such personal property may be perfected by the filing of such Financing Statement. Except to the extent control of portions of the Collateral is required for perfection of the security interests in the Collateral granted to Collateral Agent under the Collateral Documents, upon the proper filing of each applicable UCC Financing Statement referred to in the immediately preceding sentence, all action as is necessary will have been taken to perfect, subject only to Permitted Liens that, pursuant to applicable law, are entitled to a higher priority than the Liens granted by the Collateral Documents, Collateral Agent’s first priority security interests in the Collateral. As of the Closing Date, Collateral Agent will have been properly provided control of all Collateral as to which control is required for perfection of the security interests in such Collateral granted to Collateral Agent under, and to the extent required by, the Collateral Documents."
9_collateral_documents_3.docx,Collateral Documents,4.37     Equity Interests. All of the outstanding limited liability company interests in Borrower have been validly created and are owned free and clear of all Liens except for any Liens or similar rights created under the Collateral Documents.
9_collateral_documents_3.docx,Collateral Documents,"(d)     Borrower shall deliver or cause to be delivered to Administrative Agent and Collateral Agent such other instruments, agreements, certificates, opinions and documents (including UCC Financing Statements and fixture filings and landlord waivers) as Administrative Agent or Collateral Agent may reasonably request to perfect and maintain the Liens granted, or purported to be granted, to Collateral Agent by the Collateral Documents prior (subject only to Permitted Liens that, pursuant to applicable law, are entitled to a higher priority than the Liens granted by the Collateral Documents) to the Liens or other interests of any Person other than Collateral Agent. Borrower shall fully cooperate with Administrative Agent and Collateral Agent and perform all additional acts reasonably requested by Administrative Agent or Collateral Agent to effect the purposes of the foregoing."
9_collateral_documents_3.docx,Collateral Documents,"(c)     The provisions of this Section 5.22 shall survive foreclosure of the Collateral Documents and satisfaction or discharge of the Obligations, and shall be in addition to any other rights and remedies of Administrative Agent and the Lenders."
9_collateral_documents_3.docx,Collateral Documents,"7.6     Security Interest in Proceeds and Accounts. Borrower and Holdings pledged, assigned and transferred, or will pledge, assign and transfer, to Administrative Agent or Collateral Agent (as the case may be) and have granted, or will grant, to Administrative Agent or Collateral Agent (as the case may be) a security interest in all of Borrower’s and Holdings’ right, title and interest in and to, in each case, as and when required pursuant to the terms hereof, (a) pursuant to the Collateral Documents, all Insurance Proceeds (“Proceeds”), Accounts in Article 7, and the contents of such Accounts, and (b) pursuant to the Depositary Agreement, the Accounts and the contents thereof, in each case as security for the payment and performance of the Obligations. Neither Borrower nor Holdings shall have any rights or powers to direct or control activities with respect to any Account except to have funds therein invested or applied in accordance with this Agreement, the Depositary Agreement and the other Financing Documents. Upon the occurrence and during the continuation of an Event of Default, Collateral Agent shall have all rights and powers with respect to Proceeds, the Accounts and the contents of the Accounts as Collateral Agent has with respect to any other Collateral and may apply such amounts to the payment of interest, principal, fees, costs, charges or other amounts due or payable to Administrative Agent, Depositary, Collateral Agent, the Lenders or any other Secured Party with respect to the Obligations in such order as the Required Lenders may elect in their sole discretion. Neither Borrower nor Holdings shall have any rights or powers with respect to Proceeds, except as expressly provided in this Article 7 or in Article 4 of the Depositary Agreement."
9_collateral_documents_3.docx,Collateral Documents,"8.12     Security. Any of the Collateral Documents, once executed and delivered, shall, except in accordance with its terms or as the result solely of the acts or omissions of Administrative Agent, Collateral Agent, the Lenders or any other Secured Party (except any such omission in respect of which Borrower is expressly obligated under the Financing Documents), in any material respect fail to provide the Secured Parties the Liens intended to be created thereby or cease to be in full force and effect, or the validity thereof or the applicability thereof to the Loans, the Notes or any other Obligations purported to be secured or guaranteed thereby or any part thereof shall be disaffirmed by or on behalf of any Borrower Entity party thereto.
 "
9_collateral_documents_3.docx,Collateral Documents,"Upon the occurrence and during the continuation of an Event of Default, Administrative Agent may, and at the election of the Required Lenders shall, by notice to Borrower but with no requirement for further notice of default, presentment or demand for payment, protest or notice of non-payment or dishonor, or other notices or demands of any kind, all such other notices and demands being waived, exercise any or all of the following rights and remedies (or direct Collateral Agent to so exercise), in any combination or order that Administrative Agent or the Required Lenders may elect, in addition to such other rights or remedies as Administrative Agent, Collateral Agent, the Lenders and the other Secured Parties may have hereunder, under the Collateral Documents or at law or in equity:"
9_collateral_documents_3.docx,Collateral Documents,8.22     Remedies Under Financing Documents. Exercise any and all rights and remedies available to it under any of the Financing Documents (including judicial or non-judicial foreclosure or public or private sale of any of the Collateral pursuant to the Collateral Documents and applicable law).
9_collateral_documents_3.docx,Collateral Documents,"Notwithstanding any other provision of the Financing Documents (but subject to the last sentence of this Article 9), there shall be no recourse against any Sponsor, Class B Parent, Class B Member, NES or any of their respective Affiliates (except for Borrower and, to the extent set forth in the applicable Financing Documents, Holdings), or the stockholders, shareholders, members or other owners, officers, directors, managers or employees of any of them, (each, a “Non-Recourse Party” and collectively, the “Non-Recourse Parties”), for any liability to the Lenders, Administrative Agent, Collateral Agent and the other Secured Parties arising in connection with any breach or default under this Agreement and the other Financing Documents except to the extent the same is enforced against Borrower and, to the extent set forth in the applicable Financing Documents, Holdings, and the Collateral and the rents, issues, profits, proceeds and products of the Collateral, and the Lenders, Administrative Agent, Collateral Agent and the other Secured Parties shall look solely to Borrower and, to the extent set forth in the applicable Financing Documents, Holdings (but not to any Non-Recourse Party or to any distributions received by any Non-Recourse Party pursuant to the terms of this Agreement and the other Financing Documents, except as provided herein) and the Collateral and the rents, issues, profits, proceeds and products of the Collateral in enforcing rights and obligations under and in connection with the Financing Documents; provided that (a) the foregoing provisions of this Article 9 shall not constitute a waiver, release or discharge of any of the indebtedness, or of any of the terms, covenants, conditions or provisions of this Agreement, the Notes, any Collateral Document or any other Financing Document (but without personal liability to the Non-Recourse Parties except as provided herein and therein), (b) the foregoing provisions of this Article 9 shall not limit or restrict the right of Administrative Agent, Collateral Agent or the Lenders to name any Borrower Entity or any other Person as a defendant in any action or suit for a judicial foreclosure or for the exercise of any other remedy under or with respect to this Agreement, the Project, any Collateral Document or any other Financing Document, or otherwise, or for injunction or specific performance, so long as no judgment in the nature of a deficiency judgment shall be enforced against any Non-Recourse Party out of any property, assets or funds other than the Collateral and the rents, issues, profits, proceeds or products of the Collateral, and (c) the foregoing provisions of this Article 9 shall not affect or diminish or constitute a waiver, release or discharge of any specific written obligation, covenant or agreement made by any of the Non-Recourse Parties or any security granted by the Non-Recourse Parties in support of the obligations of such Persons under any guarantee or as security for the obligations of Borrower. Notwithstanding the foregoing, it is expressly understood and agreed that nothing contained in this Article 9 shall be deemed to (i) limit or restrict any right or remedy of the Lenders (or any assignee or beneficiary thereof or successor thereto) with respect to, and any Borrower Entity and all of the other Persons described above shall remain fully liable to the extent that such Person would otherwise be liable for its own actions with respect to, any fraud, willful misconduct or gross negligence, (ii) limit in any respect the enforceability against the parties thereto of any Collateral Documents or any other Operative Document in accordance with their respective terms, or (iii) release any legal consultant in its capacity as such from liability on account of any legal opinion rendered in connection with the transactions contemplated hereby."
9_collateral_documents_3.docx,Collateral Documents,"(c)     In furtherance of the foregoing, Administrative Agent and each Lender hereby irrevocably appoints and authorizes Collateral Agent to act as the agent of (and to hold any security interest and other Liens created by certain of the Collateral Documents for and on behalf of or as agent for) Administrative Agent, the Lenders and the other Secured Parties for purposes of acquiring, holding, perfecting and enforcing any and all Liens on certain Collateral granted by Borrower and Holdings (in each case to the extent directed by Administrative Agent) to secure any of the Obligations, together with such powers and discretion as are reasonably incidental thereto. In this connection, Collateral Agent, in such capacity (and any co-agents, sub-agents and attorneys-in-fact appointed by Administrative Agent or Collateral Agent for purposes of holding or enforcing any Lien on any Collateral granted under the Collateral Documents, or for exercising any rights and remedies thereunder at the direction of Administrative Agent or Collateral Agent), shall be entitled to the benefits of all provisions of Section 5.22, this Article 10 and Sections 12.4, 12.5 and 12.13 (including, for avoidance of doubt, all of the rights, protections, privileges, immunities and exculpations provided for therein) to the same extent as “Administrative Agent” thereunder as if set forth in full herein with respect thereto (and such provisions shall, as the context may require, inure to the benefit thereof). Additionally, each and every right, power, privilege or duty expressed or intended by this Agreement or any of the other Financing Documents to be exercised by or vested in or conveyed to Administrative Agent with respect to any applicable Collateral shall be exercisable by and vest in Collateral Agent to the extent, and only to the extent, necessary to enable Collateral Agent to exercise such rights, powers and privileges with respect to such Collateral and to perform such duties with respect to such Collateral, and every covenant and obligation contained in the Financing Documents and necessary to the exercise or performance thereof by Collateral Agent shall run to and be enforceable by any of Administrative Agent or Collateral Agent. Should any instrument in writing from any Borrower Entity be required by Collateral Agent or any such co-agents, sub-agents and attorneys-in-fact for more fully and certainly vesting in and confirming to it such rights, powers, privileges and duties, such Borrower Entity shall execute, acknowledge (or shall cause to be executed and acknowledged) and deliver any and all such instruments promptly upon request by Administrative Agent or Collateral Agent, as applicable."
9_collateral_documents_3.docx,Collateral Documents,"(i)     Release any Collateral from the Lien of any of the Collateral Documents, release any guaranties under any of the Collateral Documents or allow release of any funds from any Account otherwise than in accordance with the terms hereof (including Section 6.4), the terms of the Depositary Agreement and the terms of the other Financing Documents."
9_collateral_documents_3.docx,Collateral Documents,"12.20     Deed of Trust; Collateral Documents. The Loans and the other Obligations are secured in part by the Deed of Trust encumbering certain properties in North Carolina. Reference is hereby made to the Deed of Trust and the other Collateral Documents for the provisions, among others, relating to the nature and extent of the security provided thereunder, the rights, duties and obligations of Borrower and the rights of the Secured Parties with respect to such security.
 

  
 "
